row_index,split,features,fold,group,label,probability
181,household_random,nonoverlapping,1,38,0,0.2438713142390395
182,household_random,nonoverlapping,1,38,0,0.37748480892176994
184,household_random,nonoverlapping,1,38,0,0.3474610932958711
185,household_random,nonoverlapping,1,38,0,0.37748480892176994
189,household_random,nonoverlapping,1,38,0,0.3132526108675929
195,household_random,nonoverlapping,1,38,1,0.3227981710987048
198,household_random,nonoverlapping,1,38,1,0.37748480892176994
207,household_random,nonoverlapping,1,38,1,0.2749820060124324
211,household_random,nonoverlapping,1,38,0,0.3474610932958711
219,household_random,nonoverlapping,1,38,1,0.35074278721285357
222,household_random,nonoverlapping,1,38,1,0.40180028905505644
229,household_random,nonoverlapping,1,38,1,0.3474610932958711
240,household_random,nonoverlapping,1,38,0,0.29279898840189655
244,household_random,nonoverlapping,1,38,0,0.36065041591671115
248,household_random,nonoverlapping,1,38,0,0.3280822401483827
257,household_random,nonoverlapping,1,38,0,0.37748480892176994
258,household_random,nonoverlapping,1,38,1,0.35734845650162295
263,household_random,nonoverlapping,1,38,1,0.318811934062865
269,household_random,nonoverlapping,1,38,0,0.37748480892176994
272,household_random,nonoverlapping,1,38,0,0.22938336495910566
278,household_random,nonoverlapping,1,38,0,0.33125570458663983
280,household_random,nonoverlapping,1,38,1,0.39803388282727603
281,household_random,nonoverlapping,1,38,0,0.39803388282727603
282,household_random,nonoverlapping,1,38,0,0.2710804697699136
283,household_random,nonoverlapping,1,38,0,0.09721743939780682
291,household_random,nonoverlapping,1,38,0,0.12882086130713946
293,household_random,nonoverlapping,1,38,0,0.4048418519047001
297,household_random,nonoverlapping,1,38,1,0.37911005114090324
302,household_random,nonoverlapping,1,38,1,0.304718641842489
312,household_random,nonoverlapping,1,38,0,0.3664557068243738
313,household_random,nonoverlapping,1,38,0,0.31461493139459873
324,household_random,nonoverlapping,1,38,1,0.3799681990987471
325,household_random,nonoverlapping,1,38,0,0.39803388282727603
327,household_random,nonoverlapping,1,38,0,0.2050020068167099
346,household_random,nonoverlapping,1,38,1,0.37824423257034867
347,household_random,nonoverlapping,1,38,0,0.30903645838151006
349,household_random,nonoverlapping,1,38,0,0.43444898705865664
350,household_random,nonoverlapping,1,38,1,0.21345451077892844
352,household_random,nonoverlapping,1,18,0,0.3108964709456528
366,household_random,nonoverlapping,1,18,1,0.2644182794200627
368,household_random,nonoverlapping,1,18,0,0.27081176420879083
380,household_random,nonoverlapping,1,18,0,0.3063581801547741
388,household_random,nonoverlapping,1,18,1,0.3063581801547741
390,household_random,nonoverlapping,1,18,0,0.3303882904869779
393,household_random,nonoverlapping,1,18,0,0.23797475698388043
394,household_random,nonoverlapping,1,18,0,0.22867514305787476
400,household_random,nonoverlapping,1,18,0,0.2155885351668884
404,household_random,nonoverlapping,1,18,1,0.18583471687066194
405,household_random,nonoverlapping,1,18,0,0.2348883288543926
407,household_random,nonoverlapping,1,18,0,0.3063581801547741
410,household_random,nonoverlapping,1,18,0,0.2644428619723098
414,household_random,nonoverlapping,1,18,0,0.2104912982763964
420,household_random,nonoverlapping,1,18,0,0.20349977271617123
426,household_random,nonoverlapping,1,18,0,0.23797475698388043
435,household_random,nonoverlapping,1,18,1,0.3063581801547741
436,household_random,nonoverlapping,1,18,0,0.18777702714620262
440,household_random,nonoverlapping,1,18,1,0.16438238573545577
441,household_random,nonoverlapping,1,18,0,0.13070457268441954
444,household_random,nonoverlapping,1,18,0,0.1466077653968655
461,household_random,nonoverlapping,1,18,0,0.26234134044799784
462,household_random,nonoverlapping,1,18,0,0.15271177012434156
463,household_random,nonoverlapping,1,18,0,0.22192355371698957
464,household_random,nonoverlapping,1,18,1,0.2752938005931985
465,household_random,nonoverlapping,1,18,0,0.1902143735713817
477,household_random,nonoverlapping,1,13,1,0.3019799175119385
482,household_random,nonoverlapping,1,13,1,0.3235079128279444
483,household_random,nonoverlapping,1,13,0,0.32644477441747893
484,household_random,nonoverlapping,1,13,0,0.40784509968784666
485,household_random,nonoverlapping,1,13,0,0.0020688934367378287
486,household_random,nonoverlapping,1,13,0,0.2951907625925918
488,household_random,nonoverlapping,1,13,1,0.4628463742304098
490,household_random,nonoverlapping,1,13,1,0.4183491398692159
495,household_random,nonoverlapping,1,13,0,0.40784509968784666
496,household_random,nonoverlapping,1,13,0,0.40642076746896727
501,household_random,nonoverlapping,1,13,1,0.363401650400298
506,household_random,nonoverlapping,1,13,0,0.4183491398692159
510,household_random,nonoverlapping,1,13,0,0.40784509968784666
518,household_random,nonoverlapping,1,13,1,0.3886393227220981
519,household_random,nonoverlapping,1,13,0,0.29695202110282276
521,household_random,nonoverlapping,1,13,0,0.4436415157866614
526,household_random,nonoverlapping,1,13,1,0.37078345638400134
533,household_random,nonoverlapping,1,13,0,0.31067301992941715
536,household_random,nonoverlapping,1,13,1,0.4347275997888291
538,household_random,nonoverlapping,1,13,1,0.4436415157866614
543,household_random,nonoverlapping,1,13,0,0.4183491398692159
544,household_random,nonoverlapping,1,13,0,0.28996980164032676
545,household_random,nonoverlapping,1,13,0,0.35073389118016995
548,household_random,nonoverlapping,1,13,0,0.3501455988336676
552,household_random,nonoverlapping,1,13,0,0.37008644084323916
553,household_random,nonoverlapping,1,13,0,0.4178220911443716
555,household_random,nonoverlapping,1,13,0,0.40784509968784666
560,household_random,nonoverlapping,1,13,0,0.38265143210910496
571,household_random,nonoverlapping,1,13,0,0.4183491398692159
576,household_random,nonoverlapping,1,13,0,0.3316068452204922
582,household_random,nonoverlapping,1,36,0,0.2972097793678505
605,household_random,nonoverlapping,1,36,0,0.3832500567627999
606,household_random,nonoverlapping,1,36,0,0.3443459907153877
624,household_random,nonoverlapping,1,36,0,0.3266405999924943
625,household_random,nonoverlapping,1,36,0,0.3162180096829918
626,household_random,nonoverlapping,1,36,0,0.30058794568523567
646,household_random,nonoverlapping,1,36,1,0.37683357389592154
648,household_random,nonoverlapping,1,36,1,0.3901354710209222
650,household_random,nonoverlapping,1,36,1,0.3492533303668878
659,household_random,nonoverlapping,1,36,1,0.34624003627592914
662,household_random,nonoverlapping,1,36,1,0.34728191502449884
666,household_random,nonoverlapping,1,36,1,0.40007915457660975
667,household_random,nonoverlapping,1,36,1,0.3711348662330399
671,household_random,nonoverlapping,1,36,1,0.2562685919029072
676,household_random,nonoverlapping,1,36,1,0.37020519235865884
677,household_random,nonoverlapping,1,36,1,0.3492533303668878
678,household_random,nonoverlapping,1,36,0,0.3179660215121497
697,household_random,nonoverlapping,1,36,0,0.29622346132836846
698,household_random,nonoverlapping,1,36,0,0.3372171314362463
699,household_random,nonoverlapping,1,36,0,0.3346310596983303
713,household_random,nonoverlapping,1,32,1,0.42828937556212876
716,household_random,nonoverlapping,1,32,1,0.3469215497402179
720,household_random,nonoverlapping,1,32,0,0.4229672088062038
724,household_random,nonoverlapping,1,32,0,0.3574371167208215
728,household_random,nonoverlapping,1,32,0,0.3974827761941378
729,household_random,nonoverlapping,1,32,0,0.01863615523219948
735,household_random,nonoverlapping,1,32,0,0.3769255738761916
740,household_random,nonoverlapping,1,32,1,0.3647796030163429
743,household_random,nonoverlapping,1,32,0,0.3307466751339232
747,household_random,nonoverlapping,1,32,0,0.3974827761941378
758,household_random,nonoverlapping,1,32,1,0.4194820806351166
759,household_random,nonoverlapping,1,32,1,0.3974827761941378
769,household_random,nonoverlapping,1,32,0,0.41842736988251095
777,household_random,nonoverlapping,1,32,1,0.4226108746526206
787,household_random,nonoverlapping,1,32,0,0.3974827761941378
791,household_random,nonoverlapping,1,32,1,0.38049355894946707
819,household_random,nonoverlapping,1,32,1,0.35691881998970304
822,household_random,nonoverlapping,1,32,1,0.3974827761941378
826,household_random,nonoverlapping,1,32,0,0.38539243412851865
827,household_random,nonoverlapping,1,32,1,0.3974827761941378
836,household_random,nonoverlapping,1,32,0,0.3279291360549872
842,household_random,nonoverlapping,1,32,0,0.3974827761941378
843,household_random,nonoverlapping,1,32,1,0.4244571550424348
847,household_random,nonoverlapping,1,32,0,0.40763301646082534
855,household_random,nonoverlapping,1,32,0,0.29959387763392265
857,household_random,nonoverlapping,1,32,0,0.3974827761941378
861,household_random,nonoverlapping,1,32,0,0.38131159179004503
868,household_random,nonoverlapping,1,32,0,0.3974827761941378
879,household_random,nonoverlapping,1,32,0,0.304909856740663
882,household_random,nonoverlapping,1,32,0,0.31357666007703494
884,household_random,nonoverlapping,1,32,0,0.3769255738761916
891,household_random,nonoverlapping,1,33,1,0.1815211989087257
893,household_random,nonoverlapping,1,33,0,0.019602499641642332
897,household_random,nonoverlapping,1,33,0,0.29721034440497535
907,household_random,nonoverlapping,1,33,0,0.29204458596042326
910,household_random,nonoverlapping,1,33,0,0.21764502968252347
916,household_random,nonoverlapping,1,33,0,0.27566263935637314
926,household_random,nonoverlapping,1,33,1,0.23136896021634282
931,household_random,nonoverlapping,1,21,1,0.48604228088110357
936,household_random,nonoverlapping,1,21,0,0.4072605610040911
937,household_random,nonoverlapping,1,21,0,0.44180534913870406
939,household_random,nonoverlapping,1,21,1,0.48604228088110357
940,household_random,nonoverlapping,1,21,0,0.4179186029141937
945,household_random,nonoverlapping,1,21,1,0.3863447778145693
946,household_random,nonoverlapping,1,21,0,0.4269899650878748
951,household_random,nonoverlapping,1,21,0,0.278415961463287
961,household_random,nonoverlapping,1,21,0,0.423170250040664
962,household_random,nonoverlapping,1,21,0,0.48604228088110357
966,household_random,nonoverlapping,1,21,0,0.49624937583769596
967,household_random,nonoverlapping,1,21,0,0.4007215174896069
969,household_random,nonoverlapping,1,21,0,0.22411630767940352
983,household_random,nonoverlapping,1,21,1,0.4007215174896069
984,household_random,nonoverlapping,1,21,1,0.38010248277849984
1000,household_random,nonoverlapping,1,21,0,0.4007215174896069
1003,household_random,nonoverlapping,1,21,0,0.451963201390105
1005,household_random,nonoverlapping,1,21,1,0.48604228088110357
1012,household_random,nonoverlapping,1,21,0,0.44652769893200434
1015,household_random,nonoverlapping,1,21,0,0.4414345398675681
1021,household_random,nonoverlapping,1,21,1,0.48604228088110357
1026,household_random,nonoverlapping,1,21,1,0.33466100659512676
1030,household_random,nonoverlapping,1,21,0,0.2986264462952973
1043,household_random,nonoverlapping,1,21,0,0.5146221076566432
1044,household_random,nonoverlapping,1,21,0,0.5026834851863645
1050,household_random,nonoverlapping,1,21,1,0.3701496056982195
1052,household_random,nonoverlapping,1,21,1,0.4834698798719744
1057,household_random,nonoverlapping,1,21,0,0.48851744100133265
1059,household_random,nonoverlapping,1,21,0,0.35958550873938033
1065,household_random,nonoverlapping,1,21,0,0.2505486507929445
1067,household_random,nonoverlapping,1,21,1,0.41673356011463464
1073,household_random,nonoverlapping,1,21,0,0.43076196389488125
1077,household_random,nonoverlapping,1,21,0,0.35493183631642844
1084,household_random,nonoverlapping,1,21,0,0.4007215174896069
1086,household_random,nonoverlapping,1,21,1,0.4371104004182761
1087,household_random,nonoverlapping,1,21,0,0.4924866080557716
1093,household_random,nonoverlapping,1,21,0,0.5008914035820097
1096,household_random,nonoverlapping,1,21,0,0.46197088225200966
1097,household_random,nonoverlapping,1,21,1,0.43430963013866997
1105,household_random,nonoverlapping,1,21,1,0.48604228088110357
1108,household_random,nonoverlapping,1,21,0,0.47481783838813857
1110,household_random,nonoverlapping,1,21,0,0.41841597946634684
1113,household_random,nonoverlapping,1,21,1,0.4664731829384246
1119,household_random,nonoverlapping,1,21,1,0.48604228088110357
1121,household_random,nonoverlapping,1,21,0,0.509456816046731
1125,household_random,nonoverlapping,1,37,0,0.549156241148405
1131,household_random,nonoverlapping,1,37,0,0.549156241148405
1136,household_random,nonoverlapping,1,37,0,0.549156241148405
1139,household_random,nonoverlapping,1,37,0,0.44127090943869535
1147,household_random,nonoverlapping,1,37,0,0.4283096507061681
1153,household_random,nonoverlapping,1,37,0,0.549156241148405
1155,household_random,nonoverlapping,1,37,1,0.549156241148405
1164,household_random,nonoverlapping,1,37,0,0.549156241148405
1171,household_random,nonoverlapping,1,37,1,0.5638183033249552
1172,household_random,nonoverlapping,1,37,0,0.19121538296037222
1177,household_random,nonoverlapping,1,37,0,0.4951572035737235
1179,household_random,nonoverlapping,1,37,0,0.24926400028642362
1180,household_random,nonoverlapping,1,37,1,0.549156241148405
1185,household_random,nonoverlapping,1,37,1,0.5722260755095147
1192,household_random,nonoverlapping,1,37,1,0.5377859872400089
1196,household_random,nonoverlapping,1,37,0,0.5357508435474041
1197,household_random,nonoverlapping,1,37,1,0.5722260755095147
1199,household_random,nonoverlapping,1,37,1,0.5719704442380277
1200,household_random,nonoverlapping,1,37,1,0.57116517736779
1221,household_random,nonoverlapping,1,27,0,0.40699642441933453
1222,household_random,nonoverlapping,1,27,0,0.31591254581601025
1230,household_random,nonoverlapping,1,27,0,0.27361890893635077
1232,household_random,nonoverlapping,1,27,0,0.368164339063177
1244,household_random,nonoverlapping,1,27,1,0.39581133115550693
1256,household_random,nonoverlapping,1,27,0,0.25374173759091945
1263,household_random,nonoverlapping,1,10,0,0.2611750084879461
1268,household_random,nonoverlapping,1,10,0,0.21417674352650634
1270,household_random,nonoverlapping,1,10,0,0.2412541173305661
1273,household_random,nonoverlapping,1,10,0,0.23861329534279954
1276,household_random,nonoverlapping,1,10,0,0.11148375858922185
1283,household_random,nonoverlapping,1,10,0,0.2895291821411869
1288,household_random,nonoverlapping,1,10,0,0.1454518861417335
1295,household_random,nonoverlapping,1,10,0,0.2646782962287259
1297,household_random,nonoverlapping,1,10,1,0.2834794771341167
1298,household_random,nonoverlapping,1,10,0,0.151715228715141
1300,household_random,nonoverlapping,1,10,0,0.10847138560361501
1301,household_random,nonoverlapping,1,10,0,0.22042608472230418
1309,household_random,nonoverlapping,1,10,0,0.17695265930376775
1312,household_random,nonoverlapping,1,10,1,0.2731962298816217
1317,household_random,nonoverlapping,1,10,0,0.24700758688568328
1324,household_random,nonoverlapping,1,10,0,0.2563322760620161
1326,household_random,nonoverlapping,1,10,0,0.2618770586337488
1327,household_random,nonoverlapping,1,10,0,0.09984161921834735
1336,household_random,nonoverlapping,1,10,0,0.2807795059167732
1338,household_random,nonoverlapping,1,10,0,0.17212491723433362
1339,household_random,nonoverlapping,1,10,0,0.2310625337294446
1342,household_random,nonoverlapping,1,10,0,0.21503227410113882
1343,household_random,nonoverlapping,1,10,0,0.1666434880347956
1350,household_random,nonoverlapping,1,10,0,0.2323480220542041
1353,household_random,nonoverlapping,1,10,0,0.28979385692798515
1354,household_random,nonoverlapping,1,10,0,0.0979245593677406
1362,household_random,nonoverlapping,1,10,0,0.28327986009238754
1368,household_random,nonoverlapping,1,10,1,0.28941982690451196
1369,household_random,nonoverlapping,1,10,0,0.1858993313656882
1380,household_random,nonoverlapping,1,25,0,0.3220488200054101
1383,household_random,nonoverlapping,1,25,0,0.3310218662582925
1386,household_random,nonoverlapping,1,25,0,0.289667070469183
1395,household_random,nonoverlapping,1,25,0,0.2959766703651905
1403,household_random,nonoverlapping,1,25,1,0.32839488083196466
1404,household_random,nonoverlapping,1,25,0,0.33811578365487144
1408,household_random,nonoverlapping,1,25,1,0.3387830469248402
1413,household_random,nonoverlapping,1,25,1,0.3638207950394339
1414,household_random,nonoverlapping,1,25,1,0.3463177343287132
1417,household_random,nonoverlapping,1,25,0,0.31750858239656354
1424,household_random,nonoverlapping,1,25,0,0.3269706967779161
1425,household_random,nonoverlapping,1,25,0,0.29361970919911545
1430,household_random,nonoverlapping,1,25,0,0.26763847058687823
1440,household_random,nonoverlapping,1,25,0,0.3287893844545984
1442,household_random,nonoverlapping,1,25,0,0.2640146094148137
1469,household_random,nonoverlapping,1,25,0,0.34143000086801695
1476,household_random,nonoverlapping,1,25,1,0.3443586765907418
1486,household_random,nonoverlapping,1,20,1,0.4183168268130686
1494,household_random,nonoverlapping,1,20,0,0.44523993305239035
1509,household_random,nonoverlapping,1,20,1,0.389122599717405
1516,household_random,nonoverlapping,1,20,1,0.44977787268100144
1532,household_random,nonoverlapping,1,20,1,0.40781302911255135
1542,household_random,nonoverlapping,1,20,0,0.41927301112705206
1547,household_random,nonoverlapping,1,12,1,0.18091959928713075
1548,household_random,nonoverlapping,1,12,0,0.22267092130193678
1549,household_random,nonoverlapping,1,12,1,0.29952156001527036
1552,household_random,nonoverlapping,1,12,1,0.35440884039167303
1556,household_random,nonoverlapping,1,12,1,0.3238605189280517
1559,household_random,nonoverlapping,1,12,1,0.3827551953218693
1567,household_random,nonoverlapping,1,12,0,0.35440884039167303
1571,household_random,nonoverlapping,1,12,0,0.23551896774561934
1579,household_random,nonoverlapping,1,12,0,0.31271331227840055
1581,household_random,nonoverlapping,1,12,1,0.04821410123493682
1583,household_random,nonoverlapping,1,12,0,0.24573343760766253
1589,household_random,nonoverlapping,1,12,0,0.20820407494738039
1594,household_random,nonoverlapping,1,12,0,0.2983131794945238
1598,household_random,nonoverlapping,1,12,0,0.3221232341120503
1599,household_random,nonoverlapping,1,12,0,0.32886945077781404
1600,household_random,nonoverlapping,1,12,0,0.28853351061975774
1601,household_random,nonoverlapping,1,12,0,0.2802827831494285
1609,household_random,nonoverlapping,1,12,0,0.3842384050157873
1615,household_random,nonoverlapping,1,12,0,0.35440884039167303
1621,household_random,nonoverlapping,1,12,0,0.35440884039167303
1623,household_random,nonoverlapping,1,12,0,0.2625061698314515
1630,household_random,nonoverlapping,1,12,1,0.35242868928679033
1634,household_random,nonoverlapping,1,12,0,0.29200376939454115
1638,household_random,nonoverlapping,1,27,0,0.25712294041809997
1639,household_random,nonoverlapping,1,27,0,0.013155060261079224
1640,household_random,nonoverlapping,1,27,1,0.2869748673384019
1642,household_random,nonoverlapping,1,27,0,0.11475651785832368
1644,household_random,nonoverlapping,1,27,1,0.3508903545460784
1645,household_random,nonoverlapping,1,27,0,0.1790012747790191
1646,household_random,nonoverlapping,1,27,0,0.3508903545460784
1653,household_random,nonoverlapping,1,27,1,0.29010169177590933
1656,household_random,nonoverlapping,1,27,0,0.29989632109372455
1658,household_random,nonoverlapping,1,27,1,0.3049766950178717
1661,household_random,nonoverlapping,1,27,1,0.3494133948720138
1672,household_random,nonoverlapping,1,27,1,0.27514329040613195
1684,household_random,nonoverlapping,1,27,0,0.34637619204211767
1685,household_random,nonoverlapping,1,27,0,0.3222946422870015
1696,household_random,nonoverlapping,1,27,0,0.3522900546316079
1697,household_random,nonoverlapping,1,27,1,0.34006968001869664
1700,household_random,nonoverlapping,1,27,0,0.2768318775231901
1701,household_random,nonoverlapping,1,27,0,0.33618887138693965
1705,household_random,nonoverlapping,1,27,0,0.34250185619424595
1712,household_random,nonoverlapping,1,27,0,0.2704431310531628
1723,household_random,nonoverlapping,1,31,0,0.30317826202180687
1729,household_random,nonoverlapping,1,31,0,0.30636361099437154
1731,household_random,nonoverlapping,1,31,0,0.2532529538638414
1736,household_random,nonoverlapping,1,31,0,0.22003257681243094
1748,household_random,nonoverlapping,1,31,0,0.30317826202180687
1750,household_random,nonoverlapping,1,31,0,0.10602410917371571
1751,household_random,nonoverlapping,1,31,1,0.30317826202180687
1752,household_random,nonoverlapping,1,31,0,0.3227577322188447
1754,household_random,nonoverlapping,1,31,0,0.32039744051698377
1758,household_random,nonoverlapping,1,31,0,0.2546602963355959
1771,household_random,nonoverlapping,1,31,1,0.30317826202180687
1772,household_random,nonoverlapping,1,31,0,0.2558957088465129
1774,household_random,nonoverlapping,1,31,0,0.27471023767497277
1783,household_random,nonoverlapping,1,9,1,0.37865395619847386
1785,household_random,nonoverlapping,1,9,0,0.36766812851754854
1790,household_random,nonoverlapping,1,9,1,0.4980325228673817
1801,household_random,nonoverlapping,1,9,1,0.45399731850125763
1811,household_random,nonoverlapping,1,9,0,0.4980325228673817
1812,household_random,nonoverlapping,1,9,0,0.04793657211393514
1815,household_random,nonoverlapping,1,9,1,0.4980325228673817
1818,household_random,nonoverlapping,1,9,1,0.4966021281717233
1820,household_random,nonoverlapping,1,9,1,0.4975017789524496
1845,household_random,nonoverlapping,1,9,1,0.4980325228673817
1847,household_random,nonoverlapping,1,9,1,0.5166758589201027
1848,household_random,nonoverlapping,1,9,0,0.4980325228673817
1860,household_random,nonoverlapping,1,9,0,0.4092991679924089
1865,household_random,nonoverlapping,1,9,1,0.4980325228673817
1870,household_random,nonoverlapping,1,9,0,0.4980325228673817
1872,household_random,nonoverlapping,1,9,1,0.4980325228673817
1874,household_random,nonoverlapping,1,9,1,0.46651604348310005
1876,household_random,nonoverlapping,1,9,1,0.4980325228673817
1883,household_random,nonoverlapping,1,9,0,0.4392243908112355
1884,household_random,nonoverlapping,1,9,0,0.47926946242952545
1889,household_random,nonoverlapping,1,9,1,0.5250239667754913
1894,household_random,nonoverlapping,1,9,0,0.40270523586003626
1905,household_random,nonoverlapping,1,9,0,0.38760626964742134
1906,household_random,nonoverlapping,1,9,1,0.42989662352226127
1908,household_random,nonoverlapping,1,9,0,0.4980325228673817
1912,household_random,nonoverlapping,1,9,1,0.49855495374690095
1914,household_random,nonoverlapping,1,9,0,0.5180441646367936
1916,household_random,nonoverlapping,1,9,1,0.4634364678748682
1936,household_random,nonoverlapping,1,9,0,0.520439004607824
1940,household_random,nonoverlapping,1,9,0,0.513247618625298
1948,household_random,nonoverlapping,1,9,0,0.33166730563642743
1951,household_random,nonoverlapping,1,9,1,0.5024707737963293
1960,household_random,nonoverlapping,1,9,0,0.4400497034335792
1964,household_random,nonoverlapping,1,9,1,0.45923469388229304
1971,household_random,nonoverlapping,1,14,1,0.1700887137720604
1983,household_random,nonoverlapping,1,14,0,0.3133158783215308
1991,household_random,nonoverlapping,1,14,0,0.20991584194433838
1994,household_random,nonoverlapping,1,14,0,0.33805277094924885
2005,household_random,nonoverlapping,1,15,1,0.3965974935201247
2008,household_random,nonoverlapping,1,15,1,0.28054658175431446
2018,household_random,nonoverlapping,1,15,1,0.3755489483956836
2024,household_random,nonoverlapping,1,15,1,0.23896069154472477
2027,household_random,nonoverlapping,1,15,0,0.37622509988736547
2029,household_random,nonoverlapping,1,15,0,0.11983706778899827
2030,household_random,nonoverlapping,1,15,0,0.4736522764243279
2033,household_random,nonoverlapping,1,15,1,0.28545377001504324
2034,household_random,nonoverlapping,1,15,1,0.4473739889019966
2035,household_random,nonoverlapping,1,15,1,0.3755489483956836
2036,household_random,nonoverlapping,1,15,1,0.3755489483956836
2040,household_random,nonoverlapping,1,15,0,0.3627942116794346
2051,household_random,nonoverlapping,1,15,0,0.228827575882472
2074,household_random,nonoverlapping,1,15,0,0.29086140896900237
2078,household_random,nonoverlapping,1,15,1,0.19719727219734612
2081,household_random,nonoverlapping,1,15,1,0.31491871415662637
2082,household_random,nonoverlapping,1,15,0,0.33992021295334185
2097,household_random,nonoverlapping,1,15,1,0.3319311254125178
2103,household_random,nonoverlapping,1,15,1,0.35068895337569406
2111,household_random,nonoverlapping,1,15,0,0.3029192402868184
2112,household_random,nonoverlapping,1,30,0,0.29058811893439357
2122,household_random,nonoverlapping,1,30,0,0.26855685519675915
2125,household_random,nonoverlapping,1,30,0,0.2931724387625834
2126,household_random,nonoverlapping,1,30,1,0.21033341248889365
2127,household_random,nonoverlapping,1,30,0,0.21571707781191513
2132,household_random,nonoverlapping,1,30,1,0.26855685519675915
2139,household_random,nonoverlapping,1,30,1,0.2061040692443861
2141,household_random,nonoverlapping,1,30,0,0.2359048097256597
2144,household_random,nonoverlapping,1,30,0,0.2141058581894579
2152,household_random,nonoverlapping,1,30,0,0.26855685519675915
2164,household_random,nonoverlapping,1,30,0,0.03429056296282815
2165,household_random,nonoverlapping,1,30,0,0.25392660171055376
2167,household_random,nonoverlapping,1,30,0,0.24946928246538005
2170,household_random,nonoverlapping,1,30,0,0.24115100776198067
2171,household_random,nonoverlapping,1,30,0,0.21322637824021143
2178,household_random,nonoverlapping,1,30,0,0.2297142453370956
2181,household_random,nonoverlapping,1,30,0,0.23147127343957477
2201,household_random,nonoverlapping,1,28,0,0.19790201532243812
2202,household_random,nonoverlapping,1,28,1,0.27778821398457954
2203,household_random,nonoverlapping,1,28,0,0.25959427700422505
2205,household_random,nonoverlapping,1,28,0,0.17440471535005198
2209,household_random,nonoverlapping,1,28,0,0.20640097758716247
2216,household_random,nonoverlapping,1,28,0,0.2958459639959618
2218,household_random,nonoverlapping,1,28,0,0.28275703534979774
2225,household_random,nonoverlapping,1,28,0,0.30011540381888074
2239,household_random,nonoverlapping,1,26,0,0.18443257015606143
2241,household_random,nonoverlapping,1,26,0,0.23225653939550137
2248,household_random,nonoverlapping,1,26,0,0.235174441078513
2266,household_random,nonoverlapping,1,26,1,0.2617779142402336
2281,household_random,nonoverlapping,1,26,0,0.04593524373635933
2295,household_random,nonoverlapping,1,26,0,0.2617779142402336
2298,household_random,nonoverlapping,1,1,1,0.4096510750573334
2299,household_random,nonoverlapping,1,1,0,0.2749719939520882
2303,household_random,nonoverlapping,1,1,0,0.42102371527109966
2324,household_random,nonoverlapping,1,30,0,0.13589650832645642
2327,household_random,nonoverlapping,1,30,0,0.08938138037649496
2329,household_random,nonoverlapping,1,30,0,0.15464141639417545
2338,household_random,nonoverlapping,1,30,0,0.2956661930226347
2339,household_random,nonoverlapping,1,30,0,0.2377030490623953
2348,household_random,nonoverlapping,1,30,0,0.06933225410883119
2350,household_random,nonoverlapping,1,30,0,0.31374920303860454
2359,household_random,nonoverlapping,1,30,0,0.23689810824999177
2362,household_random,nonoverlapping,1,30,1,0.2944696811717775
2365,household_random,nonoverlapping,1,30,0,0.32106699569111746
