row_index,hhid2,baseline_high,n_specifications,n_high,strict_robust_high,high_in_all_available,never_high,switcher,n_baseline_switches,switch_drivers,switch__equal_indicator_weights,switch__flood_binary_omitted,switch__flood_depth_omitted,switch__literacy_direction_reversed,switch__literacy_omitted,switch__loan_burden_direction,switch__loan_omitted,switch__robust_p01_p99_bounds,switch__zero_meal_households_excluded,switch__zero_meals_as_missing
114,11.3,False,11,3,False,False,False,True,3,loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,False,False,True,True,True,False,False
115,110,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
116,1100,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
117,1101,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
118,1102,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
119,1103,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
120,1105,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
121,1106,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
122,1107,True,11,10,False,False,False,True,1,literacy_direction_reversed,False,False,False,True,False,False,False,False,False,False
123,1108,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
124,1109,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
125,111,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
126,1111,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
127,1112,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
128,1113,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
129,1114,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
130,1115,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
131,1117,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,True,False,True,True,False,False,True,False,False
132,1118,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted,True,True,False,False,False,True,True,False,False,False
133,1119,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
134,112,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
135,1120,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
136,1121,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
137,1123,False,11,4,False,False,False,True,4,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,False,True,True,True,True,False,False,False
138,1124,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
139,1125,False,11,2,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
140,1126,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
141,1127,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
142,1128,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
143,1129,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
144,113,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
145,1130,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
146,1131,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
147,1132,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,False,True,True,True,False,False
148,1133,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
149,1134,False,11,4,False,False,False,True,4,literacy_direction_reversed|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,True,False,True,True,True,False,False
150,1135,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
151,1136,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
152,1137,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
153,1138,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
154,1139,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
155,114,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
156,1140,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
157,1141,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
158,1142,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
159,1143.1,True,11,8,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|robust_p01_p99_bounds,True,True,False,False,False,False,False,True,False,False
160,1143.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
161,1144,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
162,1145,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
163,1146,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
164,1147.1,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
165,1147.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
166,1148,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
167,1149,False,11,4,False,False,False,True,4,flood_depth_omitted|literacy_direction_reversed|loan_burden_direction|robust_p01_p99_bounds,False,False,True,True,False,True,False,True,False,False
168,1150,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
169,1151,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
170,1152,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
171,1153,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
172,1154,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
173,1155.1,False,11,3,False,False,False,True,3,flood_depth_omitted|literacy_direction_reversed|literacy_omitted,False,False,True,True,True,False,False,False,False,False
174,1155.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
175,1155.3,True,11,9,False,False,False,True,2,equal_indicator_weights|literacy_direction_reversed,True,False,False,True,False,False,False,False,False,False
176,1156,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
177,1157,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
178,1158,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
179,1159,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
180,116,False,11,3,False,False,False,True,3,flood_depth_omitted|literacy_direction_reversed|literacy_omitted,False,False,True,True,True,False,False,False,False,False
181,1160,False,11,2,False,False,False,True,2,loan_burden_direction|robust_p01_p99_bounds,False,False,False,False,False,True,False,True,False,False
182,1161,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
183,1162,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
184,1163,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
185,1165,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
186,1166,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
187,1167,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
188,1168,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
189,1169,False,11,2,False,False,False,True,2,flood_depth_omitted|literacy_direction_reversed,False,False,True,True,False,False,False,False,False,False
190,117,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
191,1170,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
192,1171,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
193,1172,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
194,1173,True,11,6,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,False,True,True,True,False,False
195,1174,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
196,1175,True,11,10,False,False,False,True,1,equal_indicator_weights,True,False,False,False,False,False,False,False,False,False
197,1176,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
198,1177,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
199,1178,False,11,2,False,False,False,True,2,flood_binary_omitted|loan_burden_direction,False,True,False,False,False,True,False,False,False,False
200,1179,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
201,118,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
202,1180,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
203,1181,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
204,1182,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
205,1183.1,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
206,1183.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
207,1184,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
208,1185,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
209,1186,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
210,1187,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
211,1188,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
212,1189,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
213,1190,False,11,3,False,False,False,True,3,flood_depth_omitted|loan_burden_direction|loan_omitted,False,False,True,False,False,True,True,False,False,False
214,1191,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
215,1192,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
216,1194.1,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
217,1194.2,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
218,1195,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
219,1196,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
220,1197,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
221,1199,True,11,9,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
222,12,True,11,8,False,False,False,True,3,flood_depth_omitted|literacy_direction_reversed|literacy_omitted,False,False,True,True,True,False,False,False,False,False
223,120,False,11,4,False,False,False,True,4,flood_depth_omitted|literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,True,True,False,True,True,False,False,False
224,1200,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
225,1201,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
226,1202,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
227,1203,False,11,5,False,False,False,True,5,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,True,True,False,False,False,True,True,True,False,False
228,1204,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
229,1205,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
230,1206,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
231,1207,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
232,1208,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
233,1209,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
234,121,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
235,1210,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
236,1211,True,11,8,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|robust_p01_p99_bounds,True,True,False,False,False,False,False,True,False,False
237,1212,True,11,10,False,False,False,True,1,literacy_direction_reversed,False,False,False,True,False,False,False,False,False,False
238,1213,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
239,1214,True,11,8,False,False,False,True,3,flood_binary_omitted|literacy_direction_reversed|literacy_omitted,False,True,False,True,True,False,False,False,False,False
240,1215,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
241,1216,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
242,1217,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
243,1219,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
244,122,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
245,1220,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
246,1221,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
247,1222,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
248,1223,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
249,1224,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
250,1225,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
251,1226,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
252,1227,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
253,1229,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
254,123,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
255,1230,True,11,8,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|robust_p01_p99_bounds,True,True,False,False,False,False,False,True,False,False
256,1232,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
257,1233,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
258,1234,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
259,1235,False,11,6,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|zero_meals_as_missing,False,False,True,True,True,True,True,False,False,True
260,1236,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
261,1237,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
262,1238,True,11,9,False,False,False,True,2,flood_binary_omitted|robust_p01_p99_bounds,False,True,False,False,False,False,False,True,False,False
263,1239,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
264,124,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
